ID	Preference	Description
3019	auditory	I remember something better if I hear it
3020	auditory	I remember something better if I hear it
3021	auditory	I remember something better if I hear it
3022	auditory	I remember something better if I hear it
3023	auditory	I remember something better if I hear it
3024	auditory	I remember something better if I hear it
3025	auditory	I remember something better if I hear it
3026	auditory	I remember something better if I hear it
3027	auditory	I remember something better if I hear it
3028	auditory	I remember something better if I hear it
3029	auditory	I remember something better if I hear it
3030	auditory	I remember something better if I hear it
3031	auditory	I remember something better if I hear it
3032	auditory	I remember something better if I hear it
3033	auditory	I remember something better if I hear it
3034	auditory	I remember something better if I hear it
3035	auditory	I remember something better if I hear it
3036	auditory	I remember something better if I hear it
3037	auditory	I remember something better if I hear it
3038	auditory	I remember something better if I hear it
3039	auditory	I remember something better if I hear it
3040	auditory	I remember something better if I hear it
3041	auditory	I remember something better if I hear it
3042	auditory	I remember something better if I hear it
3043	auditory	I remember something better if I hear it
3044	auditory	I remember something better if I hear it
3045	auditory	I remember something better if I hear it
3046	auditory	I remember something better if I hear it
3047	auditory	I remember something better if I hear it
3048	auditory	I remember something better if I hear it
3049	auditory	I remember something better if I hear it
3050	auditory	I remember something better if I hear it
3051	auditory	I remember something better if I hear it
3052	auditory	I remember something better if I hear it
3053	auditory	I remember something better if I hear it
3054	auditory	I remember something better if I hear it
3055	auditory	I remember something better if I hear it
3056	auditory	I remember something better if I hear it
3057	auditory	I remember something better if I hear it
3058	auditory	I remember something better if I hear it
3059	auditory	I remember something better if I hear it
3060	auditory	I remember something better if I hear it
3061	auditory	I remember something better if I hear it
3062	auditory	I remember something better if I hear it
3063	auditory	I remember something better if I hear it
3064	auditory	I remember something better if I hear it
3065	auditory	I remember something better if I hear it
3066	auditory	I remember something better if I hear it
3067	auditory	I remember something better if I hear it
3068	auditory	I remember something better if I hear it
3069	auditory	I remember something better if I hear it
3070	auditory	I remember something better if I hear it
3071	auditory	I remember something better if I hear it
3072	auditory	I remember something better if I hear it
3073	auditory	I remember something better if I hear it
3074	auditory	I remember something better if I hear it
3075	auditory	I remember something better if I hear it
3076	auditory	I remember something better if I hear it
3077	auditory	I remember something better if I hear it
3078	auditory	I remember something better if I hear it
3079	auditory	I remember something better if I hear it
3080	auditory	I remember something better if I hear it
3081	auditory	I remember something better if I hear it
3082	auditory	I remember something better if I hear it
3083	auditory	I remember something better if I hear it
3084	auditory	I remember something better if I hear it
3085	auditory	I remember something better if I hear it
3086	auditory	I remember something better if I hear it
3087	auditory	I remember something better if I hear it
3088	auditory	I remember something better if I hear it
3089	auditory	I remember something better if I hear it
3090	auditory	I remember something better if I hear it
3091	auditory	I remember something better if I hear it
3092	auditory	I remember something better if I hear it
3093	auditory	I remember something better if I hear it
3094	auditory	I remember something better if I hear it
3095	auditory	I remember something better if I hear it
3096	auditory	I remember something better if I hear it
3097	auditory	I remember something better if I hear it
3098	auditory	I remember something better if I hear it
3099	auditory	I remember something better if I hear it
3100	auditory	I remember something better if I hear it
3101	auditory	I remember something better if I hear it
3102	auditory	I remember something better if I hear it
3103	auditory	I remember something better if I hear it
3104	auditory	I remember something better if I hear it
3105	auditory	I remember something better if I hear it
3106	auditory	I remember something better if I hear it
3107	auditory	I remember something better if I hear it
3108	auditory	I remember something better if I hear it
3109	auditory	I remember something better if I hear it
3110	auditory	I remember something better if I hear it
3111	auditory	I remember something better if I hear it
3112	auditory	I remember something better if I hear it
3113	auditory	I remember something better if I hear it
3114	auditory	I remember something better if I hear it
3115	auditory	I remember something better if I hear it
3116	auditory	I remember something better if I hear it
3117	auditory	I remember something better if I hear it
3118	auditory	I remember something better if I hear it
3119	auditory	I remember something better if I hear it
3120	auditory	I remember something better if I hear it
3121	auditory	I remember something better if I hear it
3122	auditory	I remember something better if I hear it
3123	auditory	I remember something better if I hear it
3124	auditory	I remember something better if I hear it
3125	auditory	I remember something better if I hear it
3126	auditory	I remember something better if I hear it
3127	auditory	I remember something better if I hear it
3128	auditory	I remember something better if I hear it
3129	auditory	I remember something better if I hear it
3130	auditory	I remember something better if I hear it
3131	auditory	I remember something better if I hear it
3132	auditory	I remember something better if I hear it
3133	auditory	I remember something better if I hear it
3134	auditory	I remember something better if I hear it
3135	auditory	I remember something better if I hear it
3136	auditory	I remember something better if I hear it
3137	auditory	I remember something better if I hear it
3138	auditory	I remember something better if I hear it
3139	auditory	I remember something better if I hear it
3140	auditory	I remember something better if I hear it
3141	auditory	I remember something better if I hear it
3142	auditory	I remember something better if I hear it
3143	auditory	I remember something better if I hear it
3144	auditory	I remember something better if I hear it
3145	auditory	I remember something better if I hear it
3146	auditory	I remember something better if I hear it
3147	auditory	I remember something better if I hear it
3148	auditory	I remember something better if I hear it
3149	auditory	I remember something better if I hear it
3150	auditory	I remember something better if I hear it
3151	auditory	I remember something better if I hear it
3152	auditory	I remember something better if I hear it
3153	auditory	I remember something better if I hear it
3154	auditory	I remember something better if I hear it
3155	auditory	I remember something better if I hear it
3156	auditory	I remember something better if I hear it
3157	auditory	I remember something better if I hear it
3158	auditory	I remember something better if I hear it
3159	auditory	I remember something better if I hear it
3160	auditory	I remember something better if I hear it
3161	auditory	I remember something better if I hear it
3162	auditory	I remember something better if I hear it
3163	auditory	I remember something better if I hear it
3164	auditory	I remember something better if I hear it
3165	auditory	I remember something better if I hear it
3166	auditory	I remember something better if I hear it
3167	auditory	I remember something better if I hear it
3168	auditory	I remember something better if I hear it
3169	auditory	I remember something better if I hear it
3170	auditory	I remember something better if I hear it
3171	auditory	I remember something better if I hear it
3172	auditory	I remember something better if I hear it
3173	auditory	I remember something better if I hear it
3174	auditory	I remember something better if I hear it
3175	auditory	I remember something better if I hear it
3176	auditory	I remember something better if I hear it
3177	auditory	I remember something better if I hear it
3178	auditory	I remember something better if I hear it
3179	auditory	I remember something better if I hear it
3180	auditory	I remember something better if I hear it
3181	auditory	I remember something better if I hear it
3182	auditory	I remember something better if I hear it
3183	auditory	I remember something better if I hear it
3184	auditory	I remember something better if I hear it
3185	auditory	I remember something better if I hear it
3186	auditory	I remember something better if I pay attention to it
3187	auditory	I remember something better if I pay attention to it
3188	auditory	I remember something better if I pay attention to it
3189	auditory	I remember something better if I pay attention to it
3190	auditory	I remember something better if I pay attention to it
3191	auditory	I remember something better if I pay attention to it
3192	auditory	I remember something better if I pay attention to it
3193	auditory	I remember something better if I pay attention to it
3194	auditory	I remember something better if I pay attention to it
3195	auditory	I remember something better if I pay attention to it
3196	auditory	I remember something better if I pay attention to it
3197	auditory	I remember something better if I pay attention to it
3198	auditory	I remember something better if I pay attention to it
3199	auditory	I remember something better if I pay attention to it
3200	auditory	I remember something better if I pay attention to it
3201	auditory	I remember something better if I pay attention to it
3202	auditory	I remember something better if I pay attention to it
3203	auditory	I remember something better if I pay attention to it
3204	auditory	I remember something better if I pay attention to it
3205	auditory	I remember something better if I pay attention to it
3206	auditory	I remember something better if I pay attention to it
3207	auditory	I remember something better if I pay attention to it
3208	auditory	I remember something better if I pay attention to it
3209	auditory	I remember something better if I pay attention to it
3210	auditory	I remember something better if I pay attention to it
3211	auditory	I remember something better if I pay attention to it
3212	auditory	I remember something better if I pay attention to it
3213	auditory	I remember something better if I pay attention to it
3214	auditory	I remember something better if I pay attention to it
3215	auditory	I remember something better if I pay attention to it
3216	auditory	I remember something better if I pay attention to it
3217	auditory	I remember something better if I pay attention to it
3218	auditory	I remember something better if I pay attention to it
3219	auditory	I remember something better if I pay attention to it
3220	auditory	I remember something better if I pay attention to it
3221	auditory	I remember something better if I pay attention to it
3222	auditory	I remember something better if I pay attention to it
3223	auditory	I remember something better if I pay attention to it
3224	auditory	I remember something better if I pay attention to it
3225	auditory	I remember something better if I pay attention to it
3226	auditory	I remember something better if I pay attention to it
3227	auditory	I remember something better if I pay attention to it
3228	auditory	I remember something better if I pay attention to it
3229	auditory	I remember something better if I pay attention to it
3230	auditory	I remember something better if I pay attention to it
3231	auditory	I remember something better if I pay attention to it
3232	auditory	I remember something better if I pay attention to it
3233	auditory	I remember something better if I pay attention to it
3234	auditory	I remember something better if I pay attention to it
3235	auditory	I remember something better if I pay attention to it
3236	auditory	I remember something better if I pay attention to it
3237	auditory	I remember something better if I pay attention to it
3238	auditory	I remember something better if I pay attention to it
3239	auditory	I remember something better if I pay attention to it
3240	auditory	I remember something better if I pay attention to it
3241	auditory	I remember something better if I pay attention to it
3242	auditory	I remember something better if I pay attention to it
3243	auditory	I remember something better if I pay attention to it
3244	auditory	I remember something better if I pay attention to it
3245	auditory	I remember something better if I pay attention to it
3246	auditory	I remember something better if I pay attention to it
3247	auditory	I remember something better if I pay attention to it
3248	auditory	I remember something better if I pay attention to it
3249	auditory	I remember something better if I pay attention to it
3250	auditory	I remember something better if I pay attention to it
3251	auditory	I remember something better if I pay attention to it
3252	auditory	I remember something better if I pay attention to it
3253	auditory	I remember something better if I pay attention to it
3254	auditory	I remember something better if I pay attention to it
3255	auditory	I remember something better if I pay attention to it
3256	auditory	I remember something better if I pay attention to it
3257	auditory	I remember something better if I pay attention to it
3258	auditory	I remember something better if I pay attention to it
3259	auditory	I remember something better if I pay attention to it
3260	auditory	I remember something better if I pay attention to it
3261	auditory	I remember something better if I pay attention to it
3262	auditory	I remember something better if I pay attention to it
3263	auditory	I remember something better if I pay attention to it
3264	auditory	I remember something better if I pay attention to it
3265	auditory	I remember something better if I pay attention to it
3266	auditory	I remember something better if I pay attention to it
3267	auditory	I remember something better if I pay attention to it
3268	auditory	I remember something better if I pay attention to it
3269	auditory	I remember something better if I pay attention to it
3270	auditory	I remember something better if I pay attention to it
3271	auditory	I remember something better if I pay attention to it
3272	auditory	I remember something better if I pay attention to it
3273	auditory	I remember something better if I pay attention to it
3274	auditory	I remember something better if I pay attention to it
3275	auditory	I remember something better if I pay attention to it
3276	auditory	I remember something better if I pay attention to it
3277	auditory	I remember something better if I pay attention to it
3278	auditory	I remember something better if I pay attention to it
3279	auditory	I remember something better if I pay attention to it
3280	auditory	I remember something better if I pay attention to it
3281	auditory	I remember something better if I pay attention to it
3282	auditory	I remember something better if I pay attention to it
3283	auditory	I remember something better if I pay attention to it
3284	auditory	I remember something better if I pay attention to it
3285	auditory	I remember something better if I pay attention to it
3286	auditory	I remember something better if I pay attention to it
3287	auditory	I remember something better if I pay attention to it
3288	auditory	I remember something better if I pay attention to it
3289	auditory	I remember something better if I pay attention to it
3290	auditory	I remember something better if I pay attention to it
3291	auditory	I remember something better if I pay attention to it
3292	auditory	I remember something better if I pay attention to it
3293	auditory	I remember something better if I pay attention to it
3294	auditory	I remember something better if I pay attention to it
3295	auditory	I remember something better if I pay attention to it
3296	auditory	I remember something better if I pay attention to it
3297	auditory	I remember something better if I pay attention to it
3298	auditory	I remember something better if I pay attention to it
3299	auditory	I remember something better if I pay attention to it
3300	auditory	I remember something better if I pay attention to it
3301	auditory	I remember something better if I pay attention to it
3302	auditory	I remember something better if I pay attention to it
3303	auditory	I remember something better if I pay attention to it
3304	auditory	I remember something better if I pay attention to it
3305	auditory	I remember something better if I pay attention to it
3306	auditory	I remember something better if I pay attention to it
3307	auditory	I remember something better if I pay attention to it
3308	auditory	I remember something better if I pay attention to it
3309	auditory	I remember something better if I pay attention to it
3310	auditory	I remember something better if I pay attention to it
3311	auditory	I remember something better if I pay attention to it
3312	auditory	I remember something better if I pay attention to it
3313	auditory	I remember something better if I pay attention to it
3314	auditory	I remember something better if I pay attention to it
3315	auditory	I remember something better if I pay attention to it
3316	auditory	I remember something better if I pay attention to it
3317	auditory	I remember something better if I pay attention to it
3318	auditory	I remember something better if I pay attention to it
3319	auditory	I remember something better if I pay attention to it
3320	auditory	I remember something better if I pay attention to it
3321	auditory	I remember something better if I pay attention to it
3322	auditory	I remember something better if I pay attention to it
3323	auditory	I remember something better if I pay attention to it
3324	auditory	I remember something better if I pay attention to it
3325	auditory	I remember something better if I pay attention to it
3326	auditory	I remember something better if I pay attention to it
3327	auditory	I remember something better if I pay attention to it
3328	auditory	I remember something better if I pay attention to it
3329	auditory	I remember something better if I pay attention to it
3330	auditory	I remember something better if I pay attention to it
3331	auditory	I remember something better if I pay attention to it
3332	auditory	I remember something better if I pay attention to it
3333	auditory	I remember something better if I pay attention to it
3334	auditory	I remember something better if I pay attention to it
3335	auditory	I remember something better if I pay attention to it
3336	auditory	I remember something better if I pay attention to it
3337	auditory	I remember something better if I pay attention to it
3338	auditory	I remember something better if I pay attention to it
3339	auditory	I remember something better if I pay attention to it
3340	auditory	I remember something better if I pay attention to it
3341	auditory	I remember something better if I pay attention to it
3342	auditory	I remember something better if I pay attention to it
3343	auditory	I remember something better if I pay attention to it
3344	auditory	I remember something better if I pay attention to it
3345	auditory	I remember something better if I pay attention to it
3346	auditory	I remember something better if I pay attention to it
3347	auditory	I remember something better if I pay attention to it
3348	auditory	I remember something better if I pay attention to it
3349	auditory	I remember something better if I pay attention to it
3350	auditory	I remember something better if I pay attention to it
3351	auditory	I remember something better if I pay attention to it
3352	auditory	I remember something better if I pay attention to it
3353	auditory	I remember something better if I pay attention to it
3354	auditory	I remember something better if I pay attention to it
3355	auditory	I remember something better if I pay attention to it
3356	auditory	I remember something better if I pay attention to it
3357	auditory	I remember something better if I pay attention to it
3358	auditory	I remember something better if I pay attention to it
3359	auditory	I remember something better if I pay attention to it
3360	auditory	I remember something better if I pay attention to it
3361	auditory	I remember something better if I pay attention to it
3362	auditory	I remember something better if I pay attention to it
3363	auditory	I remember something better if I pay attention to it
3364	auditory	I remember something better if I pay attention to it
3365	auditory	I remember something better if I pay attention to it
3366	auditory	I remember something better if I pay attention to it
3367	auditory	I remember something better if I pay attention to it
3368	auditory	I remember something better if I pay attention to it
3369	auditory	I remember something better if I pay attention to it
3370	auditory	I remember something better if I pay attention to it
3371	auditory	I remember something better if I pay attention to it
3372	auditory	I remember something better if I pay attention to it
3373	auditory	I remember something better if I pay attention to it
3374	auditory	I remember something better if I pay attention to it
3375	auditory	I remember something better if I pay attention to it
3376	auditory	I remember something better if I pay attention to it
3377	auditory	I remember something better if I pay attention to it
3378	auditory	I remember something better if I pay attention to it
3379	auditory	I remember something better if I pay attention to it
3380	auditory	I remember something better if I pay attention to it
3381	auditory	I remember something better if I pay attention to it
3382	auditory	I remember something better if I pay attention to it
3383	auditory	I remember something better if I pay attention to it
3384	auditory	I remember something better if I pay attention to it
3385	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3386	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3387	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3388	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3389	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3390	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3391	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3392	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3393	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3394	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3395	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3396	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3397	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3398	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3399	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3400	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3401	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3402	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3403	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3404	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3405	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3406	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3407	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3408	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3409	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3410	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3411	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3412	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3413	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3414	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3415	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3416	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3417	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3418	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3419	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3420	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3421	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3422	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3423	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3424	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3425	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3426	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3427	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3428	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3429	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3430	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3431	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3432	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3433	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3434	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3435	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3436	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3437	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3438	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3439	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3440	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3441	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3442	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3443	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3444	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3445	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3446	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3447	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3448	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3449	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3450	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3451	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3452	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3453	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3454	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3455	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3456	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3457	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3458	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3459	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3460	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3461	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3462	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3463	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3464	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3465	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3466	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3467	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3468	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3469	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3470	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3471	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3472	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3473	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3474	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3475	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3476	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3477	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3478	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3479	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3480	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3481	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3482	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3483	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3484	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3485	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3486	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3487	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3488	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3489	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3490	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3491	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3492	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3493	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3494	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3495	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3496	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3497	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3498	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3499	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3500	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3501	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3502	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3503	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3504	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3505	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3506	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3507	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3508	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3509	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3510	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3511	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3512	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3513	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3514	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3515	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3516	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3517	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3518	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3519	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3520	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3521	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3522	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3523	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3524	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3525	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3526	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3527	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3528	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3529	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3530	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3531	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3532	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3533	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3534	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3535	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3536	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3537	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3538	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3539	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3540	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3541	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3542	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3543	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3544	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3545	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3546	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3547	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3548	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3549	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3550	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3551	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3552	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3553	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3554	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3555	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3556	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3557	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3558	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3559	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3560	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3561	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3562	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3563	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3564	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3565	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3566	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3567	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3568	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3569	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3570	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3571	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3572	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
3573	auditory	My written work doesn’t look neat to me  My papers have crossed-out words and erasures
